song,artist,uri
Like A Child - Carl Craig Remix,Junior Boys,spotify:track:2JhPZERcmnMCtR4K7yMKLc
Melody Day,Caribou,spotify:track:1jbONPIBVEpMCf9A1mVRLG
Adimiz Miskindir Bizim,Mazhar Ve Fuat,spotify:track:4bxSoFQl2ExbgPLSj24UDH
The Brain of Oskar Panizza,Michael Bundt,spotify:track:78qRyWuO8hkKqKKEBJVC9n
Hang on in There,Mike James Kirkland,spotify:track:3AgBM3b3OVOn1OLNr7gr7h
Will to Love - 2016 Remaster,Neil Young,spotify:track:7nhLJrMf82o1NcQqaT9tBr
Found Out,Caribou,spotify:track:39xoLh1KrYRknPZLrbmwqA
Dream Baby Dream (Four Tet remix),Neneh Cherry & The Thing,spotify:track:2Qa9lysWvMsfqwu4kiOdG0
Frisco Disco,The New X-Perience,spotify:track:3opkLPQzCx4jgDsEdcoYpj
Lihue,Nohelani Cypriano,spotify:track:4UeSleTsjljEIdEGRdVggm
Give the Drummer Some,Norman Connors,spotify:track:3Q2Ec2C59fnmp6gUqGDqB2
Idyongwana,D'Yani,spotify:track:11XJD9zYqFjsyGXUZlzTEx
Pelican Narrows,Caribou,spotify:track:59zLJJUAHSunVGHQBMyKlp
Praise Jah (Vocal),Oluko Imo,spotify:track:0BtY4MiHiI1pG7mtn0IcVz
It Ain't No Big Thing,Personal Touch,spotify:track:42XKji1EXI5fosp9FPaqT1
Truth Is Marching On,The Rance Allen Group,spotify:track:20slMKLsHKEmsKhE09DSuk
Ambulance - Original Mix,Robert Armani,spotify:track:0NxdW2KBieYhyN7KEydxGL
Music Is The Only Way I Can Cominicate (edit),Shake,spotify:track:0C1yeFcOgpf3CazL5DhTQt
Barnowl,Caribou,spotify:track:6Q6A0sqiibwIThnIXruThR
Verbal Experiments (Instrumental),Lootpack,spotify:track:5mmg9m1hrXD9GN3pIe7Q67
Love Gonna Pack Up (And Walk Out),The Persuaders,spotify:track:3q9e1qjPQAqZOQLR2BBqVK
Andromeda,Room,spotify:track:13WjGiBAExj1fGKj4Ur3aC
Yebèqanal,Alemayehu Eshete,spotify:track:2dTy7RLFhmqzbVmxdo2G64
They Call Me,Per Tjernberg,spotify:track:7vX7jjI6J72AFbyYsvJcIk
Every Time She Turns Round It's Her Birthday,Caribou,spotify:track:7dXB87Hcqwn9KyadkGe7DH
Blood Of An American,Bobby Wright,spotify:track:5mzg92y6Twcay0OUlRLuRK
Hasabe (My Worries),Ayalew Mesfin,spotify:track:5TxuQrXbWo1GCLoGAmwOQh
Opera II,The Durutti Column,spotify:track:1DfPrDjilVkJZs1Wm6MnQx
Ma Lo,Tiwa Savage,spotify:track:6U9jxxdQ6TNzjshIpwWMTf
Donnie and Laurie,Laurie Spiegel,spotify:track:1JZWAD70zjhSRZkeHPpZMo
1 Thing,Amerie,spotify:track:1mnqraQ8oV8MX92rdOFLWW
Bowls - Holden Remix,Caribou,spotify:track:5z9eoaKPNyhXk58qiGn4bO
#1,Aphex Twin,spotify:track:35NyjYJFaJxqbUF2y0jWl1
2 Towers,Lightning Bolt,spotify:track:2AO2Y5ekg37n7qeFDT5xXz
6.4 = Make Out,Gary Wilson,spotify:track:5TwOz1RcvvrDHR84z9ubzN
22nd Century,Nina Simone,spotify:track:0jwarkgb5rAyYE70y1ma4m
Your Love Will Set You Free,Caribou,spotify:track:21PAfdmuhKr0EwrZBPSgfY
93 'Til Infinity,Souls Of Mischief,spotify:track:0PV1TFUMTBrDETzW6KQulB
A Face In The Crowd - Original Mix,DJ Assassin,spotify:track:5CfFqmQqFHLCggFGOugrwq
A Rainbow in the Curved Air - Instrumental,Terry Riley,spotify:track:0aGvcIUEdMq9PelZIGJOBU
A Tender Places,Bakey USTL,spotify:track:4EVcC2JFQ63LyHBHUphkme
A Time For Us,Joe Pass,spotify:track:2cw0lA6uJaHaVT8vuGlPbR
Acid Tracks,Phuture,spotify:track:05kXJj11PCg7aIWvQxp683
Niobe,Caribou,spotify:track:28Koc6C2H1VhtyQulpxeOb
Ad Gloriam,Le Orme,spotify:track:5r0l5YdyIIjxRF5B8O3YbT
Adormeceu,O Terco,spotify:track:0O3E2cNgkTjcyfGyT0YFTY
Affenstunde,Popol Vuh,spotify:track:5V4brOpzOJdRBRYUxiH6qY
Africa,Sathima Bea Benjamin,spotify:track:51nGNok3fN86r9TlzO8pkh
Afro Funky,Manteca,spotify:track:3ZPyCcEwmiNKPgt0yxkdad
Aht Uh Mi Hed,Shuggie Otis,spotify:track:3bGVC25HcISA1ApJwux1LF
Ain't It Time (Instrumental),Queen Yahna,spotify:track:0VPPU93SAqgSO85lMvGeAS
Ain't No Half-Steppin',Big Daddy Kane,spotify:track:0dNiLb9FEHrRK7VFDJctiR
Aldeia De Ogum,Joyce Moreno,spotify:track:77j7kF8EeK2GpCqRX6L6BQ
All About Money,Spontaneous Overthrow,spotify:track:1o8jd65ohNgAUwyOZKI6RS
All I Do,Stevie Wonder,spotify:track:5Y4T4O5xy63BbgUfUkNPxA
All N My Grill (feat. Big Boi of Outkast & Nicole),Missy Elliott,spotify:track:4vO3U8AKIjwBEBCTbEFbD9
All Night Long,Mary Jane Girls,spotify:track:7qHQc9hJ9GoiOS2l7wRuoZ
All The Time,DJ Koze,spotify:track:37rP2LVjJSTpvCso3fxTp1
All Tomorrow's Parties,The Velvet Underground,spotify:track:7xPNrZ8O619whIK568Wcgz
Alone Again Or,Love,spotify:track:6hXHOrhKW9dgQt35Mc5dCb
Ambasel,Hailu Mergia,spotify:track:2ClYvY2kxsvGI5ttdbPwjh
Analogue Bubblebath,AFX,spotify:track:1GaiiQWVhb6c8zNLaqFDlG
Answers (Instrumental),Lootpack,spotify:track:2dZbuHv4DjPCgiJcPgtsfJ
Apt 2a,N.Y. House'n Authority,spotify:track:7KaxSvEGnmgb3kzgF4TgGr
Archangel,Burial,spotify:track:63FmCXIc4lmEq9fNqGkQ57
Are You Experienced?,Jimi Hendrix,spotify:track:02POyqtbrdmYQ3RxsTrYMD
Are You That Somebody,Aaliyah,spotify:track:4QDAMBiRAZXK20zDCQiiuE
Areknames,Franco Battiato,spotify:track:7DrRC7Dx1Wj8hGC53ZJHOm
Hendrix With Ko,Caribou,spotify:track:4MjT7gJX2ih2qmKf2j24oY
ARP3,Floating Points,spotify:track:2pRew1oUayKVoIBMBdfoce
As,Stevie Wonder,spotify:track:3xrqE1ZGbvWHpsxnOPc8g4
Asafo Beesuon / Obaa Yaa / Aye Me Bone / Kolomashi / Dofo Bi Akyerew Me / Ankwasema Dede / Okwan Tsentsen Awar / Abowa Akonkon,C. K. Mann,spotify:track:0KvXXOPw0k05P0ZRPEOW35
Asante Kwa Wazazi,George Mukabi,spotify:track:2Dd42coownY0PURcBNhpTM
Atmosphere Strut,Cloud One,spotify:track:1aepkYPqLWGTCLnRGSRkRB
Atoni Yarabi Lema,22 Band,spotify:track:1KBd9LEYexVe1Kd26gIOVL
Auto Man,Newcleus,spotify:track:0VZf5CB1HtS3mlxRmtwbgt
Autobahn - 2009 Remaster,Kraftwerk,spotify:track:31uidLEHAcF8Cw1cX1VCS8
Aykedashem Lebe,Tlahoun Gessesse,spotify:track:6lxsPuAsGNz7Ys3ahPWaY9
B1 Untitled,K-Hand,spotify:track:47lJps60pGHPd8anPtmSfU
Baby Let's Dance Together - Shalimar / Soundtrack Version,Kittu,spotify:track:5t3fVyBhACUMsxTmP9Ldqp
Babylon,Aphrodite's Child,spotify:track:2Zk1YHAVkX85hREoZ39s0t
Back That Azz Up,JUVENILE,spotify:track:6o2g1BJvtYQssH84kBYs7y
Balek - 2006 Remastered Version,Marc Moulin,spotify:track:1GUgqF77sGkWcfNanOr2rE
Ballade de Melody Nelson,Serge Gainsbourg,spotify:track:2qYSkwAePpWuIKtck2PXOi
Ballet Statique,Conrad Schnitzler,spotify:track:1N2wgY0CCCrXMstxgunAvp
Bananaticoco,Brazil Selection,spotify:track:6wAJwFkeIkjYLjCFKGvYQX
Sandy,Caribou,spotify:track:0GIMyUAmpgAp7fyBpGqVW2
Bang a Gong (Get It On) - Re-Recorded,T. Rex,spotify:track:7MWwZmEhQ554lQzYNIVBdq
Battle Rhymes For Battle Times,Koushik,spotify:track:0NUQ2MOitWlFUgsPzpAyWr
Beau Mot Plage,Isolée,spotify:track:2qtQN0aFa85dPULvmE9Kgr
Been To Canaan,Alice Babs,spotify:track:5C6Hew8aXlZbzcZrgfvObn
Beginning To See The Light,The Velvet Underground,spotify:track:1PT0FEl4aVyZJcv6dpiBhj
Berceuse,Ilous & Decuyper,spotify:track:2x7OjYBx3lbvu9dH3FQMyy
Big Brother,Stevie Wonder,spotify:track:1TUYbagUAO8A50NEIHwryl
Big Pimpin',JAY-Z,spotify:track:22uZ8sPzkovoQG4Cu39Pqe
Black,DJ Ss,spotify:track:1coVYNGePes93pMMbkA2lS
Black Cat,Broadcast,spotify:track:2u24s40bXEMu896fEs1L9L
Black Mahogani,Moodymann,spotify:track:0e060NNuYvweMKNnHQuhSY
Black Mountain Side - 1993 Remaster,Led Zeppelin,spotify:track:6rmEV2YtvWkigxPZocINO3
Black Rhythm Happening - Remastered,Eddie Gale,spotify:track:2dSxJqah1Q6S2T5Q6cmPZZ
Blind Dumb Deaf,Cocteau Twins,spotify:track:3eQTxErHTRXL8nwZX4aHQL
Blind Willie,Sonny Sharrock,spotify:track:2zEWjJxi0zQv4yKhB8fxZn
Blow Your Head,Fred Wesley & The J.B.'s,spotify:track:5m3tfBqotKLwg5fsRK0MvF
Blues for Your Mama,Robin Kenyatta,spotify:track:6F6NbR41FUwSXL72pESh3t
Bold as Love,Jimi Hendrix,spotify:track:0uco0wQkB909zpPlHvu5Cc
Bonita Applebum - includes 'Can I Kick It' Intro,A Tribe Called Quest,spotify:track:6Lamu5YqNiyjfpVRQ5tcNz
Bonny,Prefab Sprout,spotify:track:6ScgBNq1kWX092RsutuQbx
Bounce Ta This,Showbiz & A.G.,spotify:track:26SqZ7NYgRZjWrM69Xrig9
Bra,Cymande,spotify:track:5HrxlXl6yE5PWxFkNyUOz7
Bra Joe from Kilimanjaro,Don Cherry,spotify:track:0Pc9jTCAwE9m5pOVZ3Q99P
Brazil - Slow Version,Luke Abbott,spotify:track:3LEWE2QtuJ3ADxk72Fkc4M
Brazilian Rhyme,"Earth, Wind & Fire",spotify:track:1VBsPfYKp7NMpolGX4Wjg9
Break,Aphrodite's Child,spotify:track:7ilx8YTc6Nmg9fAMrySaAg
Break Fool,Rah Digga,spotify:track:7ucDBaAfLMWjq5L6uRt8LC
"Bring Da Ruckus (feat. RZA, Ghostface Killah, Raekwon & Inspectah Deck)",Wu-Tang Clan,spotify:track:1v5cgIyffYtfEx0swttdoE
Brown Rice,Don Cherry,spotify:track:5msorqVYNksLrA1CPQsipk
Bu-bu,Arp Life,spotify:track:18gTfccs19WcZ1YKWv48RZ
Burundi Black - 2E Partie,Burundi Steiphenson Black,spotify:track:4Qefg8cTcW4vMmPGFU50T0
Carry On,Daphni,spotify:track:1B1QyU5S0rIrokfaV9Zq4a
California Soul,Marlena Shaw,spotify:track:70JggUlowRRAtBc5J61uni
Camino del Sol,Antena,spotify:track:164x73EfS67eCWhm2MvHgP
Can I Kick It?,A Tribe Called Quest,spotify:track:5q6pg1kvXfT7z5MqG0KKSs
"Can It Be All So Simple / Intermission (feat. RZA, Raekwon & Ghostface Killah)",Wu-Tang Clan,spotify:track:1Mi6uegC4pRxQZw1CB5Fk9
Can You Feel It,Mr. Fingers,spotify:track:1gLbsjW6fkXw6gBBoCRY7N
Candy Shoppe,Emeralds,spotify:track:6RyAadye7jJ2bj0aNH0XjA
Car Wash Hair - Full Pull,Mercury Rev,spotify:track:6ldjG3WhbOmA2wJfqfAGBV
Carey,Joni Mitchell,spotify:track:11dUk8E2z8Oj1JURwl7GJd
Caroline Goodbye,Colin Blunstone,spotify:track:4HlUH6aA6XyYvGZUO9HHHB
Carry On,"Crosby, Stills, Nash & Young",spotify:track:4bjvLvKovcWqZwDbXT5QQX
Cat Woman,Abaco Dream,spotify:track:2uCmXldwosT8a0nUNb7p39
Catch Me On the Rebound,Loleatta Holloway,spotify:track:7g4aC1KcxmcshpXti852nL
Cecen Kizi,Nathan Davis,spotify:track:7mHUBqyhxQ8tj5mMPxE4Xb
Changin',Ms. (Sharon) Ridley,spotify:track:4hoCFXwPfVeXvR8mN4leaz
Check the Rhime,A Tribe Called Quest,spotify:track:4HfxDJ0uLHTLe0fZrx0MbQ
Child's Christmas In Wales,John Cale,spotify:track:0eaIZ82uOTXqkopGBer5FO
Children,We All Together,spotify:track:2mOXxO1MDRe2bUzRcqivk1
Chimacum Rain,Linda Perhacs,spotify:track:3oQDr8S7g3KeM17701XwRJ
Hello Hammerheads,Caribou,spotify:track:4WUy47Vw6ljMPKP8KJb5Qa
Cinnamon Girl - 2009 Remaster,Neil Young,spotify:track:4gRfV6SEd0cTqeR9ksrbIs
(circle),Boredoms,spotify:track:7JogZrlqVUkJVyR86azQdG
Climax,Usher,spotify:track:6cNajGUxKP53LIg0LzlfQt
Code Of The Streets,Gang Starr,spotify:track:2mLjLAlChZXZpIZfyPF8Le
Cola Bottle Baby,Edwin Birdsong,spotify:track:00Roxf5Opk9tpXXhIAQl8i
Come Clean - E New Y Radio,Jeru The Damaja,spotify:track:4kH2kmDkBe2fGIyPQnv3L5
Come Closer,Salma Agha,spotify:track:7rEA9CAfRpLpSrPf20WENO
Computer Incantations for World Peace,Jean-Luc Ponty,spotify:track:13UMkdShZzPjVmqxrrlUmi
"Coup - 12"" 45 Version",23 Skidoo,spotify:track:7cwGGDrvJdnYZvGd1VIZvG
Credit Is Due,Gang Starr,spotify:track:0NKFZi9RWmbo7i6u6BCRDe
Crew Love,Drake,spotify:track:0V4l4GQhgnWQGtCWpvA7va
Cry Me a River,Justin Timberlake,spotify:track:7Lf7oSEVdzZqTA0kEDSlS5
CT 6,Dedalus,spotify:track:1rAevACi4VVOy1xpG6M1eb
Cut Up Piano and Xylophone,Fridge,spotify:track:7BODinOu4btWt1cOFWx1vL
Dagon,Eskaton,spotify:track:5nrb4RxsAv43kqBRNbQCw6
Dan tè dinyé la,Nahawa Doumbia,spotify:track:1nHxwmtgIv5a9XUT6Amlai
Dance with the Devil,Cozy Powell,spotify:track:3vHjYO1qvXmF9kzOYCnCY3
"Dance, Dance, Dance",Marta Acuna,spotify:track:3XkRaQDlj8iOplHZCXDhqf
Dance-Club Mix,Earth People,spotify:track:5HFOJLg0YMmPv3srRlNJhj
Date With The Rain,Eddie Kendricks,spotify:track:6w8unad1pSyvWHBcjXRICN
Daytona 500 (feat. Raekwon & Cappadonna),Ghostface Killah,spotify:track:41BxkAA339KhXnWUKFEw7g
De i comahlee ah,Jackie McLean,spotify:track:2FVCBfgcJJpQnwDkeU8vtZ
Destiny,Dem 2,spotify:track:2fLiNCyR9IJd7JeDnF7AlG
Dharmatma - Theme Music 2,Kalyanji-Anandji,spotify:track:4BP3yKRTfgGa0KRBLg4cCw
Dialogue Of Wind And Lover,Paul Parrish,spotify:track:4YmWcKZbiTEHXkYGTRiXEi
Didunia Yang Lain,Ariesta Birawa Group,spotify:track:702aKcbVXWt1adRNKZMExz
"Dil Lena Khel Hai Dildar Ka / Dialogue & Music : Laila , Majnu , Sheri , Farah (Zamaane Ko Dikhana Hai) - From ""Zamaane Ko Dikhana Hai""",R. D. Burman,spotify:track:34kyAlWl29abvjFCLgdq4M
Dina Waliji,Le Mystere Jazz de Tombouctou,spotify:track:73fc4zsjlyUa7pCCOSCOcx
Dinamo,Nathan Fake,spotify:track:4cxjrVOtPevxZSOXmyiMRM
Disco Computer,Trans Volta,spotify:track:6W36gpP1ONrdmWzGxlr1Xw
Disco Juice,Cloud One,spotify:track:5ZQNnMFsFckRcrBivPNUID
Divina,Toro y Moi,spotify:track:0oTis5nHFhlREDmGuhdkJE
Do It Baby,Susan Cadogan,spotify:track:2xCbxVVskxFaTnnG4kkr10
Don't Dis The Beat,Gherkin Jerks,spotify:track:2NNqMNrfXKce2HCw1ymVnN
Don't Let My Rainbow Pass Me By,Cloud One,spotify:track:0NosDaZzhI8WthJVx5PS9w
Ye Ye,Daphni,spotify:track:5Tfgr1akxH3ioDz1ugiVLW
Don't Sweat The Technique,Eric B. & Rakim,spotify:track:48ZUwXrEOhaXLCxvmRYhZv
Don't Waste My Time,Jerry Washington,spotify:track:22FFHSigcyXJFRfYDFLuik
Doomsday,MF DOOM,spotify:track:6k7oi8uzQ2sAVh1JvFQTj6
Down And Out,Cam’ron,spotify:track:6JRacFhZHblxWU3Xwh5Trv
Downfall,Armando,spotify:track:7ePqi2suFQBlNSgxI3vULO
Draft Morning,The Byrds,spotify:track:33zGvjukiRoJgW6JWY0FMo
Dreamworld,The End,spotify:track:5Oj1lkTraauTkKw0M7FsFf
Dum Maro Dum,Asha Bhosle,spotify:track:4wGTA3DZM1rUj26IycvD8n
DWYCK,Gang Starr,spotify:track:5Ik3n2wrbDBcEi4CtzpVCr
E.V.A.,Jean-Jacques Perrey,spotify:track:4nQNNwnIUUmFzVOcVVJCk1
Early Party,Madlib,spotify:track:1THUKmQvrSHPJ9fuVDHEv1
Earth,Joe Henderson,spotify:track:0KizVXOuCH6af4LOPOwfR1
Ease Yourself And Glide,Parsley Sound,spotify:track:2RjO8PXYSTtsn5qpwVZjNr
Easy Ride,Relatively Clean Rivers,spotify:track:0GsB29EsTq6HuG1W6YyLtN
Eclipse of the Moon,Tony Caro and John,spotify:track:1HZ7SBTQUdqcGMkFipZtrf
Eight Miles High - 2006 Remaster,Rufus Harley,spotify:track:5y9Wci3moEjHAakPoO4iFR
Ekim (Special Edition),Michal Urbaniak,spotify:track:3R9vgt2G0TxLN4SaqJdtop
Electric Relaxation,A Tribe Called Quest,spotify:track:0eEXcw3JLVXcRxYrVYMy68
Electricity,Captain Beefheart & His Magic Band,spotify:track:0LcfPNErwpUQHoUI2TRS56
Elle Et Moi,Max Berlin,spotify:track:2TbdNdLlbXh8VBpOpXTYNO
Emnete,Mulatu Astatke,spotify:track:40jnVqUZGLEabC2Z7lnIZJ
Energy Control Center,The Lightmen Plus One,spotify:track:0Wpu0RX1kSyM0GVIfGxZxk
Entropical Paradise I,Douglas Leedy,spotify:track:2ITirq4G9paBNoyUrxD2Zz
Essence Of Sapphire,Dorothy Ashby,spotify:track:64hIGVT0pT44TP0PGGZ2aU
Estarabim,Erkin Koray,spotify:track:6MUbEXyqHZG7jJ5CpWHIvF
Skunks,Caribou,spotify:track:3pT7QSK7pxMXU4s8pQhqIa
Estrelar,Marcos Valle,spotify:track:2koS4fD3kzizdnzWzyrxyT
Everybody Loves the Sunshine,RAMP,spotify:track:6W5nGlVFyPlo8xR912ccIa
Everybody Party (Get Down) - Re-edit,The Firebolts,spotify:track:5GkULACxzcQj1mcTrtmLi0
Everyday - Master At Work Everyday Dub,Incognito,spotify:track:7qhVstgVxmfc1HT4tVSjEG
Everyday People,Sly & The Family Stone,spotify:track:7lL2lMWNtzOcf5HnEudNgn
Excerpts from Autumn,Jeff Phelps,spotify:track:3SoyP4qNtGpMxAyxoi7nxN
Exchange Part 1,Rashied Ali,spotify:track:67yKwuUdK7GmLrFjAvOf8i
F**k The Police (Street),J Dilla,spotify:track:7FMzW6TpmCYwYgPa6dt2A0
Fall in Love,Slum Village,spotify:track:7f1KEQeZhfiigX131qdQbU
Falling In Love With A Dream,Magnetic Touch,spotify:track:0DqXMwv6asPBoucI1fSjG9
Falling Up (Carl Craig remix),Theo Parrish,spotify:track:7CRI6NNClZ8bECcN4NRfj5
Family Affair,Sly & The Family Stone,spotify:track:5ZOyM33ik1vcZOUVdDdj1S
Fauve Moderne,4D,spotify:track:0vv4LSCHtIR8OKFYFqzqHN
Feel Flows - Remastered 2009,The Beach Boys,spotify:track:7lNATn8yN0Yjr4KOKDBdW6
Fiddler a Dram (Moog Experiment),The Byrds,spotify:track:4stsmreNK85ydBZGTYbJpB
Figaro,Madvillain,spotify:track:3iKZJnZqHL42a2768OHNNZ
Film 2,Grauzone,spotify:track:6IOC9NV4Lo39eB0PYJPbq1
Fisherman,The Congos,spotify:track:07H54eLKLUaFngI4esKuU2
Flag Dub,King Tubby,spotify:track:1l0mUYnJmitb6GdUNiB9z5
Flammende Herzen,Michael Rother,spotify:track:5TQ2cWrEZDU6fkbTo1mkvo
Flava in Ya Ear,Craig Mack,spotify:track:3X414ZlCf5U7pcpIaIcUkT
Flim,Aphex Twin,spotify:track:4YvnrZMF1VmTAZIJlBhvCg
Floe,Philip Glass,spotify:track:2ThXlHa71fMSsTinfTG0jr
Fly Like An Eagle,Steve Miller Band,spotify:track:3e0FzZjTXOUtiJGSClOBrI
Flying Turns,Crash Course In Science,spotify:track:2R42iXxH0Y6cwMoNyrKQZk
Follow Me Ghetto (Acid),Parris Mitchell,spotify:track:51xBkDWZsaaXGRzgUG0SQf
For Love (I Come Your Friend),George Duke,spotify:track:2QCVGcGF9doHMdmTZdmy8b
For You,Barbara & Ernie,spotify:track:5Vm03e5KW89JGoTlIGc24F
Forest Loop,Koushik,spotify:track:26P5v7jMLnjAzSgxCTbQDS
Poly,Daphni,spotify:track:70GeFg0Hy8uvIoujccyWgz
Forever Monna,Chez Damier & Stacey Pullen,spotify:track:1VGlkDfOhHUtTAkoK5FjW1
French Boy,Garçons,spotify:track:1Ktzv8jAjmA8KjjcBicqlb
From Tunis To India in Fullmoon (On Testosterone),Pärson Sound,spotify:track:1T9Zdjhjn04CB2VdMR7EcX
Fugue in D Minor,Egg,spotify:track:63AQx2o5TWxUv4tIIxK6ki
Funk By The Pound,George Smallwood,spotify:track:5A8GSo7MyDIfAc2x11AOSS
Funkier Than a Mosquito's Tweeter,Nina Simone,spotify:track:5AiILNwUG9ZdMck9424sIu
Funky Thing,Sons of Darkness,spotify:track:0DCDYbTDkc1wjqlDmWfZDC
Future Days,CAN,spotify:track:1w3jYHuIvBIE1bOjaIJ1gO
Gabryelle (Refix),D-Malice,spotify:track:2W0yd6yqi5idPpErkIMWxh
Garvey's Ghost,Abbey Lincoln,spotify:track:0mCgaGJDajVN48edoCfdHl
Genetic,Emeralds,spotify:track:1LrhDHlsMNlMZ6CNG7Kfkl
Gentle Man,The Defaulters,spotify:track:0Hb9nDaAVm9lqMRsXmEwlP
Get It Off the Ground,Joe Coleman,spotify:track:0TPkVpYPgapa4dN4RmLPcW
Tin,Daphni,spotify:track:7wnwueAQ2Srl5rUaLUvG1L
Get It On (Bang A Gong) - Alternate Version,T. Rex,spotify:track:5WQKbVKXwbuoq7EdnYU8yM
Get Money (feat. Junior M.A.F.I.A.) - 2007 Remaster,The Notorious B.I.G.,spotify:track:3PA9dH8cT0wR5UW4XkC44Y
Get On The Bus (feat. Timbaland),Destiny's Child,spotify:track:1Qb2gxlkt6svR4x6691v0V
Ghost,Neutral Milk Hotel,spotify:track:7uTUXUax0foAnVZA9D54Aw
Ghost Rider,Suicide,spotify:track:4frhZxo7ZiKT1geiL4dGnW
Ghosts: Ghosts: Variation 1,Albert Ayler,spotify:track:33IPXyUXYaUtOAcUg2YuMN
Gimme Shelter,The Rolling Stones,spotify:track:1dv3ePjze9tPq2pk8eWJdR
Gimme Some More,Busta Rhymes,spotify:track:47wZfF4OdME3xkIPhhpSSF
Glasshead,Four Tet,spotify:track:7F1iwsAeDcplnk8FDyNb63
Glut,Ramadanman,spotify:track:1iH3H6Ul2GbMLDsYoqunnU
God Only Knows,The Beach Boys,spotify:track:151Vf1jchlO3acccN3QddK
Going Up The Country,Canned Heat,spotify:track:57460SJgSpCXaRJ9YIYHxy
Gol-e Gandom,Lloyd Clifton Miller,spotify:track:21XdZYuw2jLsMt76U7ZzC3
Goldie,A$AP Rocky,spotify:track:4go2hxLM6ijk0K76ZY0Nhd
Good Name,William Onyeabor,spotify:track:00KhF48KQLtJ3FvoQbcFU6
Good Vibrations,The Langley Schools Music Project,spotify:track:5i7hiEgVoedjlboAJDspws
Good Vibrations - Remastered 2001,The Beach Boys,spotify:track:5t9KYe0Fhd5cW6UYT4qP8f
Got To Get Your Love,Clyde Alexander & Sanction,spotify:track:5gBJXnhcYKWCntMpBcS5rR
Got to Have Loving,Cerrone,spotify:track:0CrZznmwmF34tGKx8SHSkD
Grind,Les Sins,spotify:track:6mRrCKQXduMCYFHNzd4FzL
Grindin',Clipse,spotify:track:10fItzbnj7iBE2nQaShNnu
Gypsy Queen,Larry Coryell,spotify:track:16zynyBRYbLrkfc1ZCnkRy
Hache 06,Philippe Besombes,spotify:track:3RE8ZtSBVuCiPqAhie7d60
Haidara,Djeli Moussa Diawara,spotify:track:4J9ox73nwNrIfANE92Mz4b
Hallogallo,NEU!,spotify:track:5ebOqjVdXJ43QrhVvDrXWN
Hallucinations (April),Hal Blaine,spotify:track:0QQuyKhph4U3uacfixSRKA
Hana,Asa-Chang & Junray,spotify:track:6Oie2iA5yhe0JU7LbnFIY5
Happy Sunday (Maurice Fulton Mix),DJ Nori,spotify:track:3I9tzMGd1E0Ss9uJoCinHM
Hard Times,Baby Huey,spotify:track:7ycU5Bxfn2fIZjXJypfdRM
Harlem River Drive,Bobbi Humphrey,spotify:track:6aP8aMehThSiaLJozzGeUh
Harlem River Drive (Theme Song) - 2006 Remaster,Harlem River Drive,spotify:track:6Qfz6CMmWCCsfjVcxXVjWc
Haute pression,Philippe Besombes,spotify:track:1nqzQ1ySO1Qpr6mglyZvaw
Heart Love,Albert Ayler,spotify:track:35Ax6npyW01DdENgN1q279
Hello Sunshine,Relatively Clean Rivers,spotify:track:2mEifO9PK0fU8OGgDT2GyQ
Here Come The Warm Jets - 2004 Digital Remaster,Brian Eno,spotify:track:5AiNr1E4t8n1T4NebVLKyK
Here She Comes Now,The Velvet Underground,spotify:track:2cc97JuCnDhIfCceElzDBC
Heroin,The Velvet Underground,spotify:track:5ikUhVo4GHG0mVkSZjft4y
Hey Hey - 1993 Remastered Version,Andrew Hill,spotify:track:7ozvI9o4Ym2qWYfiw2eWiv
Hey Papi,Nutty Professor The Klumps Soundtrack,spotify:track:67wknyyIZ0J3OYlnausZq9
Hit 'Em wit da Hee (feat. Lil' Kim),Missy Elliott,spotify:track:61EFAY1nL5J5qWvclJ33Bt
Hollywood,Cluster,spotify:track:741KQX9BobWT2bV5s5nO2D
Holy Thursday,David Axelrod,spotify:track:0VF21fEzB6OszZcJlKzyg5
Home Is Where the Hatred Is,Esther Phillips,spotify:track:1dtAnQAlBEcvW2kxnlKrwF
Hot Music,Soho,spotify:track:4AWfAGx1jZE1rL0yTaSpF3
Humpty Dumpty - 2006 Remastered Version,Marc Moulin,spotify:track:3rzenzs3lpi1XljKsZQ2Bl
Huntington Ashram Monastery,Alice Coltrane,spotify:track:34wMPbbkyNYEZuQkkzlJBu
Hyph Mngo,Joy Orbison,spotify:track:7aYNz419a97mXXFlOcVKtk
Hypnotize - 2007 Remaster,The Notorious B.I.G.,spotify:track:6Tsu3OsuMz4KEGKbOYd6A0
I Believe (When I Fall In Love It Will Be Forever),Stevie Wonder,spotify:track:39m67U78YIl77QQE1iBXfS
I Believe In Miracles,Jackson Sisters,spotify:track:2y5ZYSHPibldiSYPKqkzOI
I Can't Do It Alone,TC Crew,spotify:track:6GGF5MqVopnVh6BDh4owgs
I Can't Go for That (No Can Do),Daryl Hall & John Oates,spotify:track:6r41t4oJtwcBHp4h1ZDMlj
I Can't Sing ...,Bernard Bonnier,spotify:track:61NAefEIttrkF8xGtF88PY
I Finally Found the Love I Need,Jerry Green,spotify:track:1reCOnF9RrvRedVK5E3Cnd
I Like It (I Wanna Be Where You Are),Grand Puba,spotify:track:2HaMsIYFmZkKkUn1NTFPgL
I Love Every Little Thing About You,Syreeta,spotify:track:45ytXqZ4x2CabClp2YZZha
